material,process,sub_process,power,velocity,hatch_spacing,melt_pool_depth,melt_pool_width,melt_pool_length,depth_over_length,depth_over_width,length_over_width,energy_joules_over_mm,energy_joules_over_mm_cubed,layer_thickness,beam_diameter,absorption_coefficient,absorption_coefficient_2,density,specific_heat_capacity,k,melting_temperature,minimal_absorptivity,melt_pool_shape,spatter,weight_percent_Y,weight_percent_Zn,weight_percent_Mg,weight_percent_Si,weight_percent_Al,weight_percent_Sn,weight_percent_Zr,weight_percent_W,weight_percent_Ti,weight_percent_V,weight_percent_Co,weight_percent_Cu,weight_percent_Ta,weight_percent_Nb,weight_percent_Ni,weight_percent_Cr,weight_percent_Fe,weight_percent_Mn,weight_percent_Mo,D10,D50,D90,paper_id,paper_url,porosity,relative_density,comments,
CMSX-4,PBF,SLM,600,1000,,95,,,,,,0.6,0.6,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,1200,1000,,100,,,,,,1.2,1.2,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,600,500,,168,,,,,,1.2,1.2,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,1200,2000,,58,,,,,,0.6,0.6,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,400,2000,,24,,,,,,0.2,0.2,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,600,2000,,54,,,,,,0.3,0.3,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,1200,500,,200,,,,,,2.4,2.4,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
CMSX-4,PBF,SLM,300,1000,,45,,,,,,0.3,0.3,,,,,8100,386.5,45,1653,,,,0,0,0,0,5.6,0,0,6.4,1,0,9.5,0,6.4,0,60,6.4,0,0,0,,,,43,,,,,1380
IN718,PBF,SLM,720,450,,175,,,3.5,,,1.6,1.6,50,0.616112188,20412.10412,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,510,300,,150,,,3,,,1.7,1.7,50,0.6265297667,20972.63007,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,765,450,,180,,,3.6,,,1.7,1.7,50,0.6265297667,20972.63007,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,540,300,,156,,,3.12,,,1.8,1.8,50,0.635653642,21573.41107,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,810,450,,190,,,3.8,,,1.8,1.8,50,0.635653642,21573.41107,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,570,300,,162,,,3.24,,,1.9,1.9,50,0.6436444721,22210.0178,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,855,450,,200,,,4,,,1.9,1.9,50,0.6436444721,22210.0178,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
IN718,PBF,SLM,600,300,,172,,,3.44,,,2,2,50,0.6506429637,22878.73002,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,43,,,,,1400
SS316L,PBF,SLM,175,500,140,78,170,,2.6,0.4588235294,0,0.35,,30,70,0.5649924972,0.5473189425,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,44,,,,,1415
SS316L,PBF,SLM,400,1100,140,112,245,,3.733333333,0.4571428571,0,0.3636363636,,30,70,0.587063731,1.017799377,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,44,,,,,1415
Ti-6Al-4V,PBF,SLM,120,200,,95,,,,,,0.6,,,100,0.5102807066,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
Ti-6Al-4V,PBF,SLM,120,450,,58,,,,,,0.2666666667,,,100,0.226774155,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
Ti-6Al-4V,PBF,SLM,120,800,,38,,,,,,0.15,,,100,0.1276090345,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
Ti-6Al-4V,PBF,SLM,300,300,,183,,,,,,1,,,100,0.8505196547,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
Ti-6Al-4V,PBF,SLM,300,600,,109,,,,,,0.5,,,100,0.4252598274,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
Ti-6Al-4V,PBF,SLM,300,1200,,71,,,,,,0.25,,,100,0.2126299137,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
Ti-6Al-4V,PBF,SLM,300,2000,,38,,,,,,0.15,,,100,0.1276090345,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,45,,,,,1649
IN625,PBF,SLM,180,200,,350,,,14,,,0.9,,25,50,,,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,46,,,,,1320
IN625,PBF,SLM,180,800,,105,,,4.2,,,0.225,,25,50,,,8442,429,9.8,1593,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,46,,,,,1320
IN625,PBF,SLM,180,1000,,95,,,3.8,,,0.18,,25,50,,,8442,429,9.8,1593,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,46,,,,,1320
IN718,PBF,SLM,180,200,,420,,,16.8,,,0.9,,25,50,1.743394318,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,46,,,,,1400
IN718,PBF,SLM,180,800,,120,,,4.8,,,0.225,,25,50,0.4358291505,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,46,,,,,1400
IN718,PBF,SLM,180,1000,,85,,,3.4,,,0.18,,25,50,0.3487099498,,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,46,,,,,1400
Ti-6Al-4V,PBF,SLM,40,200,,52,,250,1.733333333,,,0.2,,30,39,1.118327653,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,40,400,,28,,125,0.9333333333,,,0.1,,30,39,0.5591638264,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,40,600,,21,,100,0.7,,,0.06666666667,,30,39,0.3728017894,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,40,800,,16,,80,0.5333333333,,,0.05,,30,39,0.2795430554,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,40,1000,,10,,50,0.3333333333,,,0.04,,30,39,0.2236655305,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,40,1200,,6,,25,0.2,,,0.03333333333,,30,39,0.1863620369,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,40,1400,,3,,15,0.1,,,0.02857142857,,30,39,0.1597832977,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,200,,108,,1200,3.6,,,0.4,,30,39,2.236655305,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,400,,62,,600,2.066666667,,,0.2,,30,39,1.118327653,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,600,,43,,370,1.433333333,,,0.1333333333,,30,39,0.7455258633,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,800,,35,,280,1.166666667,,,0.1,,30,39,0.5591638264,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,1000,,30,,250,1,,,0.08,,30,39,0.4473310611,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,1200,,25,,230,0.8333333333,,,0.06666666667,,30,39,0.3728017894,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,1400,,22,,200,0.7333333333,,,0.05714285714,,30,39,0.3194888798,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,80,1600,,20,,180,0.6666666667,,,0.05,,30,39,0.2795430554,,4470.5,561.5,7.2,1922,0.26,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,400,,91,,1250,3.033333333,,,0.3,,30,39,1.677491479,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,600,,62,,850,2.066666667,,,0.2,,30,39,1.118327653,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,800,,50,,720,1.666666667,,,0.15,,30,39,0.8387068817,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,1000,,40,,550,1.333333333,,,0.12,,30,39,0.6709965916,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,1200,,35,,450,1.166666667,,,0.1,,30,39,0.5591638264,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,1400,,33,,350,1.1,,,0.08571428571,,30,39,0.4792721775,,4470.5,561.5,7.2,1922,0.26,balling,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,120,1600,,31,,340,1.033333333,,,0.075,,30,39,0.4193534409,,4470.5,561.5,7.2,1922,0.26,balling,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,400,,117,,2300,3.9,,,0.4,,30,39,2.236655305,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,600,,83,,1550,2.766666667,,,0.2666666667,,30,39,1.491129442,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,800,,63,,1200,2.1,,,0.2,,30,39,1.118327653,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,1000,,52,,995,1.733333333,,,0.16,,30,39,0.8946621222,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,1200,,46,,780,1.533333333,,,0.1333333333,,30,39,0.7455258633,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,1400,,40,,700,1.333333333,,,0.1142857143,,30,39,0.6390554752,,4470.5,561.5,7.2,1922,0.26,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,PBF,SLM,160,1600,,36,,600,1.2,,,0.1,,30,39,0.5591638264,,4470.5,561.5,7.2,1922,0.26,balling,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,47,,,,,1649
Ti-6Al-4V,DED,DED,1000,1.7,,6350,,,,,,588.2352941,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,1000,2.6,,4570,,,,,,384.6153846,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,1000,6,,2280,,,,,,166.6666667,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,2000,3.8,,3680,,,,,,526.3157895,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,2000,7.6,,2590,,,,,,263.1578947,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,2000,13.6,,1470,,,,,,147.0588235,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,3000,5,,2920,,,,,,600,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,3000,6.4,,1956,,,,,,468.75,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,3000,22.4,,1219,,,,,,133.9285714,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,5000,9.7,,2410,,,,,,515.4639175,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,5000,18.6,,1500,,,,,,268.8172043,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DED,5000,36.4,,930,,,,,,137.3626374,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,48,,,,,1649
Ti-6Al-4V,DED,DM,10000,19,,5100,,,,,,526.3157895,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,12000,12.7,,7300,14500,,,0.5034482759,0,944.8818898,,,,,1.007719756,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,14000,25.4,,5100,,,,,,551.1811024,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,15000,18.2,,7300,,,,,,824.1758242,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,16000,19,,7300,,,,,,842.1052632,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,17500,12.7,,10300,,,,,,1377.952756,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,20000,14.4,,10300,,,,,,1388.888889,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,20000,23.3,,7300,,,,,,858.3690987,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,21000,25.4,,7300,,,,,,826.7716535,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,25000,18.6,,10300,,,,,,1344.086022,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,15000,16,,,14500,,,0,0,937.5,,,,,1.007954237,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,17000,19,,,14500,,,0,0,894.7368421,,,,,1.051225743,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,20000,25.4,,,14500,,,0,0,787.4015748,,,,,1.187037782,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,22500,12.7,,,20500,,,0,0,1771.653543,,,,,1.062704178,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,25000,14,,,20500,,,0,0,1785.714286,,,,,1.051763219,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,10000,12.7,,,13700,,,0,0,787.4015748,,,,,1.081825909,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,10000,19,,,11500,,,0,0,526.3157895,,,,,1.131393181,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,10000,25.4,,,10600,,,0,0,393.7007874,,,,,1.277473341,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,15000,12.7,,,16000,,,0,0,1181.102362,,,,,0.9782153457,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,15000,19,,,13000,,,0,0,789.4736842,,,,,0.9603930779,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,15000,25.4,,,11300,,,0,0,590.5511811,,,,,0.9663197392,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,20000,12.7,,,19400,,,0,0,1574.80315,,,,,1.072277993,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,20000,19,,,16300,,,0,0,1052.631579,,,,,1.126054858,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,20000,25.4,,,14300,,,0,0,787.4015748,,,,,1.154820082,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,25000,12.7,,,21200,,,0,0,1968.503937,,,,,1.021978673,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,25000,19,,,17400,,,0,0,1315.789474,,,,,1.02509287,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,25000,25.4,,,16100,,,0,0,984.2519685,,,,,1.168587962,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,150,7.6,,230,,,,,,19.73684211,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,200,6.35,,320,910,,,0.3516483516,0,31.49606299,,,,,0.254181333,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,240,14.8,,230,910,,,0.2527472527,0,16.21621622,,,,,0.3390052419,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,250,8,,320,,,,,,31.25,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,250,16.1,,230,,,,,,15.52795031,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,290,6.35,,450,,,,,,45.66929134,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,290,19.05,,230,,,,,,15.22309711,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,310,10.6,,320,,,,,,29.24528302,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,350,8.5,,450,,,,,,41.17647059,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
Ti-6Al-4V,DED,DM,350,13.55,,320,,,,,,25.8302583,,,,,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,49,,,,,1649
